,id,,season,,week,,start_date,,home_id,,home_points,,away_id,,away_points,
",(",401404140,",",2022,",",8,",'",2022-10-22T16:00:00.000Z,"',",349,",",48,",",2433,",",24,)
",(",401405119,",",2022,",",8,",'",2022-10-22T16:00:00.000Z,"',",194,",",54,",",2294,",",10,)
",(",401411144,",",2022,",",8,",'",2022-10-22T16:30:00.000Z,"',",2390,",",21,",",150,",",45,)
",(",401416629,",",2022,",",8,",'",2022-10-22T17:00:00.000Z,"',",2117,",",18,",",189,",",34,)
",(",401416626,",",2022,",",8,",'",2022-10-22T17:00:00.000Z,"',",2084,",",34,",",2649,",",27,)
",(",401416624,",",2022,",",8,",'",2022-10-22T18:00:00.000Z,"',",2050,",",16,",",2199,",",20,)
",(",401416625,",",2022,",",8,",'",2022-10-22T18:00:00.000Z,"',",195,",",24,",",2459,",",17,)
",(",401404128,",",2022,",",8,",'",2022-10-22T18:30:00.000Z,"',",87,",",44,",",2439,",",21,)
",(",401426590,",",2022,",",8,",'",2022-10-22T19:00:00.000Z,"',",2348,",",41,",",242,",",42,)
",(",401404099,",",2022,",",8,",'",2022-10-22T19:00:00.000Z,"',",2641,",",48,",",277,",",10,)
",(",401426588,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",2429,",",15,",",2229,",",34,)
",(",401405117,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",275,",",35,",",2509,",",24,)
",(",401411145,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",154,",",43,",",103,",",15,)
",(",401426356,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",295,",",23,",",290,",",28,)
",(",401415639,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",2655,",",38,",",235,",",28,)
",(",401426591,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",2636,",",31,",",249,",",27,)
",(",401404163,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",2335,",",41,",",252,",",14,)
",(",401405118,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",120,",",31,",",77,",",24,)
",(",401426355,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",256,",",12,",",276,",",26,)
",(",401416627,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",193,",",10,",",2711,",",16,)
",(",401404021,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",2483,",",45,",",26,",",30,)
",(",401403923,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",99,",",45,",",145,",",20,)
",(",401404098,",",2022,",",8,",'",2022-10-22T19:30:00.000Z,"',",197,",",41,",",251,",",34,)
",(",401403924,",",2022,",",8,",'",2022-10-22T20:00:00.000Z,"',",142,",",17,",",238,",",14,)
",(",401404018,",",2022,",",8,",'",2022-10-22T20:00:00.000Z,"',",24,",",15,",",9,",",14,)
",(",401415242,",",2022,",",8,",'",2022-10-22T20:00:00.000Z,"',",36,",",17,",",62,",",13,)
",(",401426589,",",2022,",",8,",'",2022-10-22T20:00:00.000Z,"',",2638,",",24,",",2226,",",21,)
",(",401426358,",",2022,",",8,",'",2022-10-22T21:00:00.000Z,"',",326,",",14,",",2572,",",20,)
",(",401426357,",",2022,",",8,",'",2022-10-22T21:00:00.000Z,"',",309,",",38,",",2032,",",18,)
",(",401415243,",",2022,",",8,",'",2022-10-22T22:30:00.000Z,"',",167,",",9,",",278,",",41,)
",(",401415241,",",2022,",",8,",'",2022-10-22T23:00:00.000Z,"',",2005,",",14,",",68,",",19,)
",(",401403922,",",2022,",",8,",'",2022-10-22T23:00:00.000Z,"',",333,",",30,",",344,",",6,)
",(",401403925,",",2022,",",8,",'",2022-10-22T23:30:00.000Z,"',",2579,",",30,",",245,",",24,)
",(",401405120,",",2022,",",8,",'",2022-10-22T23:30:00.000Z,"',",213,",",45,",",135,",",17,)
",(",401415642,",",2022,",",8,",'",2022-10-22T23:30:00.000Z,"',",151,",",34,",",2116,",",13,)
",(",401404020,",",2022,",",8,",'",2022-10-23T00:00:00.000Z,"',",204,",",42,",",38,",",9,)
",(",401404097,",",2022,",",8,",'",2022-10-23T00:00:00.000Z,"',",2628,",",38,",",2306,",",28,)
",(",401411143,",",2022,",",8,",'",2022-10-23T00:00:00.000Z,"',",97,",",24,",",221,",",10,)
",(",401415244,",",2022,",",8,",'",2022-10-23T01:45:00.000Z,"',",2751,",",28,",",328,",",14,)
",(",401415245,",",2022,",",8,",'",2022-10-23T02:30:00.000Z,"',",2440,",",7,",",21,",",23,)
",(",401404019,",",2022,",",8,",'",2022-10-23T02:30:00.000Z,"',",25,",",21,",",264,",",28,)
",(",401426359,",",2022,",",9,",'",2022-10-27T23:30:00.000Z,"',",2572,",",39,",",309,",",24,)
",(",401411146,",",2022,",",9,",'",2022-10-27T23:30:00.000Z,"',",152,",",22,",",259,",",21,)
",(",401404026,",",2022,",",9,",'",2022-10-28T02:00:00.000Z,"',",265,",",17,",",254,",",21,)
",(",401426594,",",2022,",",9,",'",2022-10-29T00:00:00.000Z,"',",2229,",",42,",",2348,",",34,)
",(",401415645,",",2022,",",9,",'",2022-10-29T00:00:00.000Z,"',",252,",",24,",",151,",",27,)
",(",401404154,",",2022,",",9,",'",2022-10-29T16:00:00.000Z,"',",41,",",13,",",103,",",3,)
",(",401416630,",",2022,",",9,",'",2022-10-29T16:00:00.000Z,"',",2199,",",24,",",2649,",",27,)
",(",401404129,",",2022,",",9,",'",2022-10-29T16:00:00.000Z,"',",183,",",24,",",87,",",41,)
",(",401415643,",",2022,",",9,",'",2022-10-29T16:00:00.000Z,"',",248,",",42,",",58,",",27,)
",(",401411147,",",2022,",",9,",'",2022-10-29T16:00:00.000Z,"',",52,",",41,",",59,",",16,)
",(",401404100,",",2022,",",9,",'",2022-10-29T16:00:00.000Z,"',",66,",",13,",",201,",",27,)
",(",401403927,",",2022,",",9,",'",2022-10-29T16:00:00.000Z,"',",2,",",27,",",8,",",41,)
",(",401416631,",",2022,",",9,",'",2022-10-29T16:00:00.000Z,"',",2006,",",9,",",193,",",27,)
",(",401405126,",",2022,",",9,",'",2022-10-29T16:00:00.000Z,"',",213,",",31,",",194,",",44,)
",(",401404103,",",2022,",",9,",'",2022-10-29T16:00:00.000Z,"',",277,",",31,",",2628,",",41,)
",(",401411150,",",2022,",",9,",'",2022-10-29T16:30:00.000Z,"',",258,",",12,",",2390,",",14,)
",(",401426593,",",2022,",",9,",'",2022-10-29T18:00:00.000Z,"',",242,",",23,",",2429,",",56,)
",(",401405123,",",2022,",",9,",'",2022-10-29T18:30:00.000Z,"',",135,",",31,",",164,",",0,)
",(",401426361,",",2022,",",9,",'",2022-10-29T19:00:00.000Z,"',",2247,",",31,",",295,",",17,)
",(",401415644,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",2116,",",25,",",2132,",",21,)
",(",401404024,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",25,",",24,",",2483,",",42,)
",(",401415646,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",2426,",",27,",",218,",",20,)
",(",401426597,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",98,",",13,",",249,",",40,)
",(",401415647,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",202,",",34,",",2567,",",45,)
",(",401405122,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",2294,",",33,",",77,",",13,)
",(",401405124,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",158,",",9,",",356,",",26,)
",(",401409242,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",113,",",13,",",166,",",23,)
",(",401404102,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",2306,",",48,",",197,",",0,)
",(",401426360,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",2026,",",42,",",2523,",",3,)
",(",401403928,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",61,",",42,",",57,",",20,)
",(",401411148,",",2022,",",9,",'",2022-10-29T19:30:00.000Z,"',",97,",",48,",",154,",",21,)
",(",401403929,",",2022,",",9,",'",2022-10-29T20:00:00.000Z,"',",2579,",",10,",",142,",",23,)
",(",401426363,",",2022,",",9,",'",2022-10-29T20:00:00.000Z,"',",2032,",",3,",",6,",",31,)
",(",401415246,",",2022,",",9,",'",2022-10-29T23:00:00.000Z,"',",68,",",49,",",36,",",10,)
",(",401426595,",",2022,",",9,",'",2022-10-29T23:00:00.000Z,"',",2226,",",24,",",5,",",17,)
",(",401403930,",",2022,",",9,",'",2022-10-29T23:00:00.000Z,"',",2633,",",44,",",96,",",6,)
",(",401404022,",",2022,",",9,",'",2022-10-29T23:00:00.000Z,"',",12,",",37,",",30,",",45,)
",(",401426362,",",2022,",",9,",'",2022-10-29T23:00:00.000Z,"',",276,",",13,",",324,",",24,)
",(",401404023,",",2022,",",9,",'",2022-10-29T23:30:00.000Z,"',",38,",",34,",",9,",",42,)
",(",401403931,",",2022,",",9,",'",2022-10-29T23:30:00.000Z,"',",245,",",28,",",145,",",31,)
",(",401404101,",",2022,",",9,",'",2022-10-29T23:30:00.000Z,"',",2641,",",17,",",239,",",45,)
",(",401405125,",",2022,",",9,",'",2022-10-29T23:30:00.000Z,"',",130,",",29,",",127,",",7,)
",(",401411149,",",2022,",",9,",'",2022-10-30T00:00:00.000Z,"',",153,",",42,",",221,",",24,)
",(",401426596,",",2022,",",9,",'",2022-10-30T01:00:00.000Z,"',",2638,",",13,",",2393,",",24,)
",(",401415249,",",2022,",",9,",'",2022-10-30T02:30:00.000Z,"',",23,",",35,",",2440,",",28,)
",(",401415248,",",2022,",",9,",'",2022-10-30T02:30:00.000Z,"',",278,",",32,",",21,",",28,)
",(",401404025,",",2022,",",9,",'",2022-10-30T02:30:00.000Z,"',",26,",",38,",",24,",",13,)
",(",401415247,",",2022,",",9,",'",2022-10-30T03:59:00.000Z,"',",62,",",20,",",2751,",",27,)
",(",401416632,",",2022,",",10,",'",2022-11-01T23:00:00.000Z,"',",2309,",",20,",",2050,",",27,)
",(",401416633,",",2022,",",10,",'",2022-11-01T23:30:00.000Z,"',",195,",",45,",",2084,",",24,)
",(",401416635,",",2022,",",10,",'",2022-11-02T23:00:00.000Z,"',",189,",",13,",",2711,",",9,)
",(",401416634,",",2022,",",10,",'",2022-11-02T23:00:00.000Z,"',",2459,",",22,",",2117,",",35,)
",(",401426601,",",2022,",",10,",'",2022-11-03T23:00:00.000Z,"',",242,",",37,",",2638,",",30,)
",(",401426364,",",2022,",",10,",'",2022-11-03T23:30:00.000Z,"',",324,",",35,",",2026,",",28,)
",(",401411151,",",2022,",",10,",'",2022-11-04T23:00:00.000Z,"',",103,",",31,",",150,",",38,)
",(",401404155,",",2022,",",10,",'",2022-11-04T23:00:00.000Z,"',",41,",",27,",",113,",",10,)
",(",401404031,",",2022,",",10,",'",2022-11-05T02:30:00.000Z,"',",264,",",24,",",204,",",21,)
",(",401404141,",",2022,",",10,",'",2022-11-05T15:30:00.000Z,"',",349,",",7,",",2005,",",13,)
",(",401426598,",",2022,",",10,",'",2022-11-05T16:00:00.000Z,"',",2429,",",7,",",98,",",59,)
",(",401403936,",",2022,",",10,",'",2022-11-05T16:00:00.000Z,"',",142,",",17,",",96,",",21,)
",(",401403937,",",2022,",",10,",'",2022-11-05T16:00:00.000Z,"',",245,",",24,",",57,",",41,)
",(",401411156,",",2022,",",10,",'",2022-11-05T16:00:00.000Z,"',",258,",",28,",",153,",",31,)
",(",401405130,",",2022,",",10,",'",2022-11-05T16:00:00.000Z,"',",2509,",",3,",",2294,",",24,)
",(",401404108,",",2022,",",10,",'",2022-11-05T16:00:00.000Z,"',",2628,",",34,",",2641,",",24,)
",(",401415649,",",2022,",",10,",'",2022-11-05T16:00:00.000Z,"',",202,",",13,",",2655,",",27,)
",(",401405131,",",2022,",",10,",'",2022-11-05T16:00:00.000Z,"',",275,",",23,",",120,",",10,)
",(",401405128,",",2022,",",10,",'",2022-11-05T16:00:00.000Z,"',",158,",",13,",",135,",",20,)
",(",401405129,",",2022,",",10,",'",2022-11-05T16:00:00.000Z,"',",77,",",7,",",194,",",21,)
",(",401411157,",",2022,",",10,",'",2022-11-05T16:30:00.000Z,"',",259,",",27,",",59,",",28,)
",(",401415648,",",2022,",",10,",'",2022-11-05T18:00:00.000Z,"',",218,",",54,",",58,",",28,)
",(",401426366,",",2022,",",10,",'",2022-11-05T18:00:00.000Z,"',",295,",",0,",",276,",",12,)
",(",401404104,",",2022,",",10,",'",2022-11-05T19:00:00.000Z,"',",201,",",35,",",239,",",38,)
",(",401426369,",",2022,",",10,",'",2022-11-05T19:00:00.000Z,"',",2572,",",14,",",2247,",",42,)
",(",401426600,",",2022,",",10,",'",2022-11-05T19:00:00.000Z,"',",2348,",",40,",",2393,",",24,)
",(",401411155,",",2022,",",10,",'",2022-11-05T19:30:00.000Z,"',",221,",",19,",",183,",",9,)
",(",401415651,",",2022,",",10,",'",2022-11-05T19:30:00.000Z,"',",235,",",28,",",2116,",",35,)
",(",401415252,",",2022,",",10,",'",2022-11-05T19:30:00.000Z,"',",328,",",27,",",167,",",10,)
",(",401405127,",",2022,",",10,",'",2022-11-05T19:30:00.000Z,"',",356,",",15,",",127,",",23,)
",(",401405132,",",2022,",",10,",'",2022-11-05T19:30:00.000Z,"',",84,",",14,",",213,",",45,)
",(",401426602,",",2022,",",10,",'",2022-11-05T19:30:00.000Z,"',",5,",",38,",",2636,",",44,)
",(",401404030,",",2022,",",10,",'",2022-11-05T19:30:00.000Z,"',",38,",",10,",",2483,",",49,)
",(",401404032,",",2022,",",10,",'",2022-11-05T19:30:00.000Z,"',",24,",",14,",",265,",",52,)
",(",401404105,",",2022,",",10,",'",2022-11-05T19:30:00.000Z,"',",66,",",31,",",277,",",14,)
",(",401404106,",",2022,",",10,",'",2022-11-05T19:30:00.000Z,"',",2305,",",37,",",197,",",16,)
",(",401403933,",",2022,",",10,",'",2022-11-05T19:30:00.000Z,"',",61,",",27,",",2633,",",13,)
",(",401426365,",",2022,",",10,",'",2022-11-05T20:00:00.000Z,"',",290,",",31,",",6,",",38,)
",(",401403932,",",2022,",",10,",'",2022-11-05T20:00:00.000Z,"',",8,",",19,",",2335,",",21,)
",(",401426599,",",2022,",",10,",'",2022-11-05T20:00:00.000Z,"',",249,",",52,",",2229,",",14,)
",(",401415650,",",2022,",",10,",'",2022-11-05T20:00:00.000Z,"',",2132,",",20,",",2426,",",10,)
",(",401426368,",",2022,",",10,",'",2022-11-05T21:00:00.000Z,"',",2433,",",31,",",326,",",30,)
",(",401426367,",",2022,",",10,",'",2022-11-05T21:00:00.000Z,"',",309,",",17,",",2653,",",23,)
",(",401403934,",",2022,",",10,",'",2022-11-05T23:00:00.000Z,"',",99,",",32,",",333,",",31,)
",(",401415254,",",2022,",",10,",'",2022-11-05T23:00:00.000Z,"',",21,",",14,",",2439,",",10,)
",(",401415250,",",2022,",",10,",'",2022-11-05T23:00:00.000Z,"',",68,",",28,",",252,",",31,)
",(",401415652,",",2022,",",10,",'",2022-11-05T23:00:00.000Z,"',",2567,",",77,",",248,",",63,)
",(",401404107,",",2022,",",10,",'",2022-11-05T23:00:00.000Z,"',",2306,",",27,",",251,",",34,)
",(",401404027,",",2022,",",10,",'",2022-11-05T23:30:00.000Z,"',",254,",",45,",",12,",",20,)
",(",401404130,",",2022,",",10,",'",2022-11-05T23:30:00.000Z,"',",87,",",35,",",228,",",14,)
",(",401403938,",",2022,",",10,",'",2022-11-05T23:30:00.000Z,"',",238,",",27,",",2579,",",38,)
",(",401411153,",",2022,",",10,",'",2022-11-05T23:30:00.000Z,"',",2390,",",3,",",52,",",45,)
",(",401411152,",",2022,",",10,",'",2022-11-05T23:30:00.000Z,"',",97,",",34,",",256,",",10,)
",(",401405133,",",2022,",",10,",'",2022-11-05T23:30:00.000Z,"',",164,",",17,",",130,",",52,)
",(",401403935,",",2022,",",10,",'",2022-11-05T23:30:00.000Z,"',",344,",",39,",",2,",",33,)
",(",401411154,",",2022,",",10,",'",2022-11-06T00:00:00.000Z,"',",152,",",30,",",154,",",21,)
",(",401415253,",",2022,",",10,",'",2022-11-06T02:30:00.000Z,"',",278,",",55,",",62,",",13,)
",(",401404028,",",2022,",",10,",'",2022-11-06T02:30:00.000Z,"',",9,",",36,",",26,",",50,)
",(",401415251,",",2022,",",10,",'",2022-11-06T02:30:00.000Z,"',",23,",",28,",",36,",",16,)
",(",401404029,",",2022,",",10,",'",2022-11-06T02:30:00.000Z,"',",30,",",41,",",25,",",35,)
",(",401416637,",",2022,",",11,",'",2022-11-09T00:00:00.000Z,"',",2006,",",28,",",2199,",",34,)
",(",401416638,",",2022,",",11,",'",2022-11-09T00:30:00.000Z,"',",193,",",21,",",195,",",37,)
",(",401416636,",",2022,",",11,",'",2022-11-09T01:00:00.000Z,"',",2649,",",28,",",2050,",",21,)
",(",401416640,",",2022,",",11,",'",2022-11-10T00:00:00.000Z,"',",2117,",",31,",",2084,",",27,)
",(",401416639,",",2022,",",11,",'",2022-11-10T00:00:00.000Z,"',",2711,",",21,",",2459,",",24,)
",(",401416641,",",2022,",",11,",'",2022-11-10T00:00:00.000Z,"',",189,",",6,",",2309,",",40,)
",(",401415653,",",2022,",",11,",'",2022-11-11T00:30:00.000Z,"',",235,",",26,",",202,",",10,)
",(",401426370,",",2022,",",11,",'",2022-11-11T00:30:00.000Z,"',",309,",",36,",",290,",",17,)
",(",401415654,",",2022,",",11,",'",2022-11-12T01:00:00.000Z,"',",2132,",",27,",",151,",",25,)
",(",401404033,",",2022,",",11,",'",2022-11-12T02:30:00.000Z,"',",30,",",55,",",38,",",17,)
",(",401415259,",",2022,",",11,",'",2022-11-12T03:30:00.000Z,"',",2439,",",30,",",278,",",37,)
",(",401403945,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",2633,",",66,",",142,",",24,)
",(",401404112,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",277,",",23,",",201,",",20,)
",(",401415656,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",58,",",23,",",2567,",",41,)
",(",401404156,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",41,",",36,",",2335,",",33,)
",(",401404131,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",2426,",",32,",",87,",",35,)
",(",401411163,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",258,",",7,",",221,",",37,)
",(",401403939,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",8,",",10,",",99,",",13,)
",(",401405139,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",194,",",56,",",84,",",14,)
",(",401405138,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",127,",",27,",",164,",",21,)
",(",401405134,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",356,",",24,",",2509,",",31,)
",(",401403942,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",96,",",21,",",238,",",24,)
",(",401411159,",",2022,",",11,",'",2022-11-12T17:00:00.000Z,"',",150,",",24,",",259,",",7,)
",(",401426372,",",2022,",",11,",'",2022-11-12T18:00:00.000Z,"',",2247,",",28,",",2433,",",31,)
",(",401426374,",",2022,",",11,",'",2022-11-12T18:00:00.000Z,"',",295,",",3,",",256,",",37,)
",(",401409241,",",2022,",",11,",'",2022-11-12T19:00:00.000Z,"',",166,",",51,",",2320,",",14,)
",(",401426607,",",2022,",",11,",'",2022-11-12T19:00:00.000Z,"',",98,",",45,",",242,",",10,)
",(",401415655,",",2022,",",11,",'",2022-11-12T20:00:00.000Z,"',",248,",",43,",",218,",",36,)
",(",401414784,",",2022,",",11,",'",2022-11-12T20:00:00.000Z,"',",2032,",",35,",",113,",",33,)
",(",401426373,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",276,",",28,",",2026,",",21,)
",(",401404142,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",2653,",",10,",",349,",",9,)
",(",401405135,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",2294,",",24,",",275,",",10,)
",(",401405136,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",135,",",31,",",77,",",3,)
",(",401405137,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",130,",",34,",",158,",",3,)
",(",401405140,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",213,",",30,",",120,",",0,)
",(",401411158,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",228,",",31,",",97,",",16,)
",(",401411160,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",59,",",14,",",2390,",",35,)
",(",401411161,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",152,",",20,",",103,",",21,)
",(",401415657,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",2655,",",31,",",2116,",",38,)
",(",401426603,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",2393,",",24,",",2429,",",14,)
",(",401403943,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",145,",",24,",",333,",",30,)
",(",401426605,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",2636,",",51,",",2348,",",7,)
",(",401426606,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",5,",",41,",",249,",",21,)
",(",401404035,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",265,",",28,",",9,",",18,)
",(",401415256,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",2005,",",35,",",167,",",3,)
",(",401404110,",",2022,",",11,",'",2022-11-12T20:30:00.000Z,"',",197,",",20,",",66,",",14,)
",(",401403941,",",2022,",",11,",'",2022-11-12T21:00:00.000Z,"',",57,",",38,",",2579,",",6,)
",(",401426375,",",2022,",",11,",'",2022-11-12T22:00:00.000Z,"',",6,",",38,",",326,",",21,)
",(",401426604,",",2022,",",11,",'",2022-11-13T00:00:00.000Z,"',",2229,",",7,",",2226,",",52,)
",(",401404037,",",2022,",",11,",'",2022-11-13T00:00:00.000Z,"',",2483,",",34,",",264,",",37,)
",(",401404111,",",2022,",",11,",'",2022-11-13T00:00:00.000Z,"',",2641,",",43,",",2305,",",28,)
",(",401403944,",",2022,",",11,",'",2022-11-13T00:00:00.000Z,"',",344,",",19,",",61,",",45,)
",(",401404109,",",2022,",",11,",'",2022-11-13T00:00:00.000Z,"',",239,",",3,",",2306,",",31,)
",(",401415258,",",2022,",",11,",'",2022-11-13T00:00:00.000Z,"',",36,",",13,",",2751,",",14,)
",(",401404113,",",2022,",",11,",'",2022-11-13T00:30:00.000Z,"',",251,",",10,",",2628,",",17,)
",(",401403940,",",2022,",",11,",'",2022-11-13T00:30:00.000Z,"',",2,",",13,",",245,",",10,)
",(",401411164,",",2022,",",11,",'",2022-11-13T00:30:00.000Z,"',",154,",",34,",",153,",",36,)
",(",401426371,",",2022,",",11,",'",2022-11-13T00:30:00.000Z,"',",324,",",26,",",2572,",",23,)
",(",401411162,",",2022,",",11,",'",2022-11-13T01:00:00.000Z,"',",183,",",3,",",52,",",38,)
",(",401404036,",",2022,",",11,",'",2022-11-13T02:00:00.000Z,"',",204,",",38,",",25,",",10,)
",(",401404038,",",2022,",",11,",'",2022-11-13T03:00:00.000Z,"',",254,",",42,",",24,",",7,)
",(",401415255,",",2022,",",11,",'",2022-11-13T03:30:00.000Z,"',",2440,",",3,",",68,",",41,)
",(",401404034,",",2022,",",11,",'",2022-11-13T03:30:00.000Z,"',",26,",",28,",",12,",",34,)
",(",401415260,",",2022,",",11,",'",2022-11-13T03:30:00.000Z,"',",21,",",43,",",23,",",27,)
",(",401415257,",",2022,",",11,",'",2022-11-13T04:00:00.000Z,"',",62,",",34,",",328,",",41,)
",(",401416643,",",2022,",",12,",'",2022-11-16T00:00:00.000Z,"',",2050,",",18,",",195,",",32,)
",(",401416642,",",2022,",",12,",'",2022-11-16T00:00:00.000Z,"',",2649,",",35,",",189,",",42,)
",(",401416644,",",2022,",",12,",'",2022-11-16T23:00:00.000Z,"',",2309,",",24,",",2199,",",31,)
",(",401416646,",",2022,",",12,",'",2022-11-17T00:00:00.000Z,"',",2459,",",23,",",193,",",29,)
",(",401416645,",",2022,",",12,",'",2022-11-17T01:00:00.000Z,"',",2117,",",10,",",2711,",",12,)
",(",401415658,",",2022,",",12,",'",2022-11-18T00:30:00.000Z,"',",2655,",",59,",",2567,",",24,)
",(",401415659,",",2022,",",12,",'",2022-11-19T02:00:00.000Z,"',",202,",",48,",",58,",",42,)
",(",401415264,",",2022,",",12,",'",2022-11-19T02:45:00.000Z,"',",167,",",10,",",21,",",34,)
",(",401415661,",",2022,",",12,",'",2022-11-19T16:00:00.000Z,"',",2116,",",14,",",2426,",",17,)
",(",401411169,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",221,",",28,",",150,",",26,)
",(",401411166,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",52,",",49,",",309,",",17,)
",(",401403946,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",333,",",34,",",2046,",",0,)
",(",401404114,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",239,",",28,",",2628,",",29,)
",(",401404143,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",349,",",34,",",41,",",17,)
",(",401404165,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",2335,",",22,",",259,",",23,)
",(",401405143,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",2509,",",17,",",77,",",9,)
",(",401405142,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",158,",",14,",",275,",",15,)
",(",401405145,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",130,",",19,",",356,",",17,)
",(",401403955,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",238,",",31,",",57,",",24,)
",(",401405146,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",127,",",31,",",84,",",39,)
",(",401403951,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",344,",",56,",",2193,",",7,)
",(",401403954,",",2022,",",12,",'",2022-11-19T17:00:00.000Z,"',",245,",",20,",",113,",",3,)
",(",401426611,",",2022,",",12,",'",2022-11-19T18:00:00.000Z,"',",242,",",7,",",2636,",",41,)
",(",401415662,",",2022,",",12,",'",2022-11-19T19:00:00.000Z,"',",235,",",59,",",2453,",",0,)
",(",401415660,",",2022,",",12,",'",2022-11-19T19:00:00.000Z,"',",151,",",3,",",248,",",42,)
",(",401404117,",",2022,",",12,",'",2022-11-19T19:00:00.000Z,"',",277,",",31,",",2306,",",48,)
",(",401404039,",",2022,",",12,",'",2022-11-19T19:00:00.000Z,"',",12,",",20,",",265,",",31,)
",(",401426378,",",2022,",",12,",'",2022-11-19T19:00:00.000Z,"',",256,",",42,",",2247,",",40,)
",(",401404040,",",2022,",",12,",'",2022-11-19T19:15:00.000Z,"',",9,",",7,",",204,",",31,)
",(",401404132,",",2022,",",12,",'",2022-11-19T19:30:00.000Z,"',",87,",",44,",",103,",",0,)
",(",401426376,",",2022,",",12,",'",2022-11-19T19:30:00.000Z,"',",2026,",",27,",",295,",",14,)
",(",401426610,",",2022,",",12,",'",2022-11-19T20:30:00.000Z,"',",2393,",",49,",",2226,",",21,)
",(",401426608,",",2022,",",12,",'",2022-11-19T20:30:00.000Z,"',",2429,",",26,",",2348,",",21,)
",(",401426381,",",2022,",",12,",'",2022-11-19T20:30:00.000Z,"',",2653,",",34,",",2433,",",16,)
",(",401403949,",",2022,",",12,",'",2022-11-19T20:30:00.000Z,"',",96,",",6,",",61,",",16,)
",(",401426379,",",2022,",",12,",'",2022-11-19T20:30:00.000Z,"',",2572,",",20,",",6,",",27,)
