,id,,season,,week,,start_date,,home_id,,away_id,
",(",401525535,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",97,",",150,)
",(",401531898,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",2026,",",2572,)
",(",401531901,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",2433,",",2032,)
",(",401525534,",",2023,",",9,",'",2023-10-28T04:00:00.000Z,"',",152,",",228,)
",(",401520349,",",2023,",",9,",'",2023-10-28T16:00:00.000Z,"',",349,",",113,)
",(",401531903,",",2023,",",9,",'",2023-10-28T19:00:00.000Z,"',",326,",",2653,)
",(",401520352,",",2023,",",9,",'",2023-10-28T19:30:00.000Z,"',",57,",",61,)
",(",401525440,",",2023,",",9,",'",2023-10-28T19:30:00.000Z,"',",87,",",221,)
",(",401532603,",",2023,",",9,",'",2023-10-28T23:00:00.000Z,"',",36,",",2005,)
",(",401532604,",",2023,",",9,",'",2023-10-29T02:30:00.000Z,"',",2440,",",167,)
",(",401532605,",",2023,",",9,",'",2023-10-29T03:59:00.000Z,"',",62,",",23,)
",(",401532433,",",2023,",",10,",'",2023-10-31T04:00:00.000Z,"',",2117,",",2459,)
",(",401532434,",",2023,",",10,",'",2023-10-31T04:00:00.000Z,"',",2649,",",2084,)
",(",401532436,",",2023,",",10,",'",2023-11-01T04:00:00.000Z,"',",2006,",",2309,)
",(",401532435,",",2023,",",10,",'",2023-11-01T04:00:00.000Z,"',",189,",",2050,)
",(",401525879,",",2023,",",10,",'",2023-11-02T23:00:00.000Z,"',",2641,",",2628,)
",(",401531904,",",2023,",",10,",'",2023-11-02T23:30:00.000Z,"',",2653,",",6,)
",(",401525539,",",2023,",",10,",'",2023-11-02T23:30:00.000Z,"',",150,",",154,)
",(",401525540,",",2023,",",10,",'",2023-11-03T23:30:00.000Z,"',",183,",",103,)
",(",401532609,",",2023,",",10,",'",2023-11-04T00:00:00.000Z,"',",2751,",",36,)
",(",401525880,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",239,",",248,)
",(",401525542,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",258,",",59,)
",(",401520377,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",2633,",",41,)
",(",401531383,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",5,",",2226,)
",(",401531392,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",218,",",2426,)
",(",401531425,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",235,",",58,)
",(",401520365,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",84,",",275,)
",(",401525884,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",251,",",2306,)
",(",401525882,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",66,",",2305,)
",(",401520363,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",57,",",8,)
",(",401520368,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",130,",",2509,)
",(",401525541,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",221,",",52,)
",(",401532612,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",21,",",328,)
",(",401531908,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",2032,",",309,)
",(",401531906,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",2247,",",256,)
",(",401520367,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",120,",",213,)
",(",401525543,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",97,",",259,)
",(",401531905,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",2026,",",276,)
",(",401520370,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",135,",",356,)
",(",401525544,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",152,",",2390,)
",(",401525451,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",2534,",",338,)
",(",401531909,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",2572,",",2433,)
",(",401520374,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",145,",",245,)
",(",401524045,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",12,",",26,)
",(",401524047,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",2483,",",25,)
",(",401520376,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",2579,",",55,)
",(",401525545,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",153,",",2097,)
",(",401524050,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",265,",",24,)
",(",401531374,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",151,",",2655,)
",(",401520373,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",77,",",2294,)
",(",401524046,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",38,",",204,)
",(",401520375,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",164,",",194,)
",(",401520369,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",127,",",158,)
",(",401531399,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",249,",",2636,)
",(",401525441,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",228,",",87,)
",(",401524049,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",254,",",9,)
",(",401525881,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",2132,",",2116,)
",(",401524048,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",30,",",264,)
",(",401531440,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",242,",",2567,)
",(",401531907,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",295,",",324,)
",(",401520379,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",238,",",2,)
",(",401520371,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",344,",",96,)
",(",401525883,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",197,",",201,)
",(",401531343,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",202,",",2429,)
",(",401520362,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",333,",",99,)
",(",401525885,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",277,",",252,)
",(",401520364,",",2023,",",10,",'",2023-11-04T04:00:00.000Z,"',",61,",",142,)
",(",401520400,",",2023,",",10,",'",2023-11-04T16:00:00.000Z,"',",113,",",2771,)
",(",401520361,",",2023,",",10,",'",2023-11-04T18:30:00.000Z,"',",2005,",",349,)
",(",401532610,",",2023,",",10,",'",2023-11-04T20:00:00.000Z,"',",2440,",",62,)
",(",401532611,",",2023,",",10,",'",2023-11-04T22:00:00.000Z,"',",167,",",2439,)
",(",401520372,",",2023,",",10,",'",2023-11-04T22:00:00.000Z,"',",166,",",2393,)
",(",401520366,",",2023,",",10,",'",2023-11-04T22:00:00.000Z,"',",2335,",",2348,)
",(",401531910,",",2023,",",10,",'",2023-11-04T23:00:00.000Z,"',",326,",",290,)
",(",401520378,",",2023,",",10,",'",2023-11-05T01:00:00.000Z,"',",2638,",",98,)
",(",401532608,",",2023,",",10,",'",2023-11-05T02:00:00.000Z,"',",278,",",68,)
",(",401532437,",",2023,",",11,",'",2023-11-07T05:00:00.000Z,"',",2459,",",2050,)
",(",401532439,",",2023,",",11,",'",2023-11-07T05:00:00.000Z,"',",2084,",",195,)
",(",401532438,",",2023,",",11,",'",2023-11-08T00:30:00.000Z,"',",2711,",",2117,)
",(",401532440,",",2023,",",11,",'",2023-11-08T05:00:00.000Z,"',",2649,",",2199,)
",(",401532442,",",2023,",",11,",'",2023-11-08T05:00:00.000Z,"',",2309,",",189,)
",(",401532441,",",2023,",",11,",'",2023-11-08T05:00:00.000Z,"',",193,",",2006,)
",(",401525546,",",2023,",",11,",'",2023-11-10T00:30:00.000Z,"',",97,",",258,)
",(",401531911,",",2023,",",11,",'",2023-11-10T00:30:00.000Z,"',",309,",",2572,)
",(",401531437,",",2023,",",11,",'",2023-11-11T02:00:00.000Z,"',",2567,",",249,)
",(",401532618,",",2023,",",11,",'",2023-11-11T03:45:00.000Z,"',",2439,",",2751,)
",(",401525887,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",248,",",2132,)
",(",401520383,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",356,",",84,)
",(",401520395,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2509,",",135,)
",(",401520384,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2294,",",164,)
",(",401520398,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",275,",",77,)
",(",401520392,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",158,",",120,)
",(",401531416,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2226,",",151,)
",(",401531344,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2655,",",202,)
",(",401531393,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",58,",",218,)
",(",401532616,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",68,",",167,)
",(",401531408,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2429,",",235,)
",(",401524055,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",26,",",9,)
",(",401524052,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",38,",",12,)
",(",401524054,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",204,",",24,)
",(",401524053,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2483,",",30,)
",(",401525890,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",201,",",277,)
",(",401524056,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",264,",",254,)
",(",401524051,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",25,",",265,)
",(",401525888,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2305,",",2641,)
",(",401525886,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",252,",",66,)
",(",401531914,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",276,",",290,)
",(",401525891,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2628,",",251,)
",(",401531913,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2247,",",2026,)
",(",401525889,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2306,",",239,)
",(",401525892,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2116,",",197,)
",(",401531912,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",324,",",326,)
",(",401531916,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",6,",",2032,)
",(",401531915,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2433,",",2653,)
",(",401525549,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",153,",",150,)
",(",401525548,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",228,",",59,)
",(",401525550,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",52,",",2390,)
",(",401525547,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",103,",",259,)
",(",401520385,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",256,",",41,)
",(",401525551,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",154,",",152,)
",(",401520380,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",8,",",2,)
",(",401520397,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",245,",",344,)
",(",401531400,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2636,",",242,)
",(",401520382,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",61,",",145,)
",(",401520386,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",96,",",333,)
",(",401520396,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",2579,",",238,)
",(",401520391,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",142,",",2633,)
",(",401520389,",",2023,",",11,",'",2023-11-11T05:00:00.000Z,"',",99,",",57,)
",(",401520381,",",2023,",",11,",'",2023-11-11T17:00:00.000Z,"',",349,",",107,)
",(",401520394,",",2023,",",11,",'",2023-11-11T17:00:00.000Z,"',",213,",",130,)
",(",401520388,",",2023,",",11,",'",2023-11-11T18:00:00.000Z,"',",2335,",",295,)
",(",401532615,",",2023,",",11,",'",2023-11-11T20:00:00.000Z,"',",328,",",2440,)
",(",401520387,",",2023,",",11,",'",2023-11-11T20:00:00.000Z,"',",2348,",",2534,)
",(",401520390,",",2023,",",11,",'",2023-11-11T20:30:00.000Z,"',",2393,",",2229,)
",(",401531384,",",2023,",",11,",'",2023-11-11T20:30:00.000Z,"',",2426,",",5,)
",(",401520399,",",2023,",",11,",'",2023-11-11T20:30:00.000Z,"',",98,",",166,)
",(",401525552,",",2023,",",11,",'",2023-11-11T20:30:00.000Z,"',",183,",",221,)
",(",401532617,",",2023,",",11,",'",2023-11-12T00:00:00.000Z,"',",36,",",21,)
",(",401520393,",",2023,",",11,",'",2023-11-12T00:30:00.000Z,"',",194,",",127,)
",(",401532614,",",2023,",",11,",'",2023-11-12T03:30:00.000Z,"',",23,",",278,)
",(",401532613,",",2023,",",11,",'",2023-11-12T04:59:00.000Z,"',",62,",",2005,)
",(",401532443,",",2023,",",12,",'",2023-11-15T00:00:00.000Z,"',",189,",",2649,)
",(",401532444,",",2023,",",12,",'",2023-11-15T00:00:00.000Z,"',",2459,",",2711,)
",(",401532445,",",2023,",",12,",'",2023-11-15T00:00:00.000Z,"',",2199,",",2006,)
",(",401532447,",",2023,",",12,",'",2023-11-16T00:00:00.000Z,"',",193,",",2084,)
",(",401532446,",",2023,",",12,",'",2023-11-16T00:00:00.000Z,"',",195,",",2117,)
",(",401525553,",",2023,",",12,",'",2023-11-17T00:00:00.000Z,"',",221,",",103,)
",(",401531401,",",2023,",",12,",'",2023-11-18T02:00:00.000Z,"',",2636,",",58,)
",(",401524057,",",2023,",",12,",'",2023-11-18T03:30:00.000Z,"',",265,",",38,)
",(",401525895,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",66,",",251,)
",(",401520418,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2579,",",96,)
",(",401525899,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",277,",",2132,)
",(",401525555,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",258,",",150,)
",(",401531917,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",290,",",295,)
",(",401520414,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",77,",",2509,)
",(",401525559,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",259,",",152,)
",(",401531920,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",6,",",276,)
",(",401531431,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",235,",",2567,)
",(",401524059,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",9,",",2483,)
",(",401525898,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2641,",",2116,)
",(",401520405,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",84,",",127,)
",(",401520404,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2,",",166,)
",(",401524060,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",204,",",264,)
",(",401524058,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",12,",",254,)
",(",401525558,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2390,",",97,)
",(",401520402,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",8,",",2229,)
",(",401525556,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",52,",",2453,)
",(",401531409,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2429,",",242,)
",(",401524062,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",30,",",26,)
",(",401520419,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2633,",",61,)
",(",401524061,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",24,",",25,)
",(",401520415,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",194,",",135,)
",(",401520413,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",142,",",57,)
",(",401525894,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",248,",",197,)
",(",401525896,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2305,",",2306,)
",(",401525554,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",228,",",153,)
",(",401520422,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",275,",",158,)
",(",401525897,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2628,",",239,)
",(",401520416,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",145,",",2433,)
",(",401520417,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",213,",",164,)
",(",401520406,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2294,",",356,)
",(",401520409,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",99,",",2247,)
",(",401531918,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",256,",",2026,)
",(",401525893,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",252,",",201,)
",(",401531385,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",5,",",218,)
",(",401531375,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2226,",",2655,)
",(",401532448,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2050,",",2309,)
",(",401520410,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",120,",",130,)
",(",401531345,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",202,",",249,)
",(",401532622,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",278,",",167,)
",(",401531919,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",2032,",",326,)
",(",401525557,",",2023,",",12,",'",2023-11-18T05:00:00.000Z,"',",59,",",183,)
",(",401520421,",",2023,",",12,",'",2023-11-18T17:00:00.000Z,"',",41,",",2529,)
",(",401520401,",",2023,",",12,",'",2023-11-18T17:00:00.000Z,"',",333,",",236,)
",(",401520420,",",2023,",",12,",'",2023-11-18T17:00:00.000Z,"',",245,",",2000,)
",(",401531417,",",2023,",",12,",'",2023-11-18T17:00:00.000Z,"',",2426,",",151,)
",(",401520412,",",2023,",",12,",'",2023-11-18T17:00:00.000Z,"',",344,",",2572,)
",(",401520403,",",2023,",",12,",'",2023-11-18T17:00:00.000Z,"',",349,",",324,)
",(",401520408,",",2023,",",12,",'",2023-11-18T18:00:00.000Z,"',",2335,",",113,)
",(",401532620,",",2023,",",12,",'",2023-11-18T19:00:00.000Z,"',",2751,",",62,)
",(",401520411,",",2023,",",12,",'",2023-11-18T19:00:00.000Z,"',",2393,",",2638,)
",(",401520407,",",2023,",",12,",'",2023-11-18T19:00:00.000Z,"',",55,",",2348,)
",(",401532621,",",2023,",",12,",'",2023-11-18T20:00:00.000Z,"',",36,",",2440,)
",(",401525442,",",2023,",",12,",'",2023-11-18T20:30:00.000Z,"',",87,",",154,)
",(",401532624,",",2023,",",12,",'",2023-11-18T20:30:00.000Z,"',",2005,",",2439,)
",(",401520423,",",2023,",",12,",'",2023-11-18T20:30:00.000Z,"',",98,",",2534,)
",(",401531921,",",2023,",",12,",'",2023-11-18T20:30:00.000Z,"',",2653,",",309,)
",(",401532619,",",2023,",",12,",'",2023-11-19T00:00:00.000Z,"',",328,",",68,)
",(",401532623,",",2023,",",12,",'",2023-11-19T03:30:00.000Z,"',",23,",",21,)
",(",401532449,",",2023,",",13,",'",2023-11-21T05:00:00.000Z,"',",2084,",",2199,)
",(",401532450,",",2023,",",13,",'",2023-11-21T05:00:00.000Z,"',",2711,",",189,)
",(",401520424,",",2023,",",13,",'",2023-11-24T00:30:00.000Z,"',",344,",",145,)
",(",401532452,",",2023,",",13,",'",2023-11-24T17:00:00.000Z,"',",2006,",",195,)
",(",401525560,",",2023,",",13,",'",2023-11-24T17:00:00.000Z,"',",103,",",2390,)
",(",401532451,",",2023,",",13,",'",2023-11-24T17:00:00.000Z,"',",2117,",",2649,)
",(",401525900,",",2023,",",13,",'",2023-11-24T17:00:00.000Z,"',",201,",",2628,)
",(",401520425,",",2023,",",13,",'",2023-11-24T17:00:00.000Z,"',",158,",",2294,)
",(",401532629,",",2023,",",13,",'",2023-11-24T20:30:00.000Z,"',",167,",",328,)
",(",401520426,",",2023,",",13,",'",2023-11-24T21:00:00.000Z,"',",8,",",142,)
",(",401532625,",",2023,",",13,",'",2023-11-24T21:00:00.000Z,"',",68,",",2005,)
",(",401520435,",",2023,",",13,",'",2023-11-25T00:30:00.000Z,"',",127,",",213,)
",(",401525901,",",2023,",",13,",'",2023-11-25T00:30:00.000Z,"',",251,",",2641,)
",(",401524063,",",2023,",",13,",'",2023-11-25T01:30:00.000Z,"',",2483,",",204,)
",(",401531926,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",309,",",2433,)
",(",401532454,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2050,",",193,)
",(",401531421,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",242,",",2226,)
",(",401531435,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2567,",",2426,)
",(",401520438,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2509,",",84,)
",(",401531394,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",218,",",235,)
",(",401531410,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",58,",",2429,)
",(",401531346,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",151,",",202,)
",(",401525561,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",150,",",221,)
",(",401532627,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",21,",",278,)
",(",401524064,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",9,",",12,)
",(",401524066,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",26,",",25,)
",(",401520433,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",99,",",245,)
",(",401525902,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",239,",",277,)
",(",401531376,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2655,",",2636,)
",(",401524067,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",254,",",38,)
",(",401531927,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2572,",",2653,)
",(",401520430,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",59,",",61,)
",(",401531925,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",295,",",2247,)
",(",401520436,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",135,",",275,)
",(",401520429,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",57,",",52,)
",(",401525562,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",152,",",153,)
",(",401520443,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",113,",",41,)
",(",401531924,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",276,",",2032,)
",(",401520441,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2579,",",228,)
",(",401525564,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",258,",",259,)
",(",401525563,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",183,",",154,)
",(",401531386,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",249,",",5,)
",(",401525903,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2132,",",2305,)
",(",401520427,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2,",",333,)
",(",401524068,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",264,",",265,)
",(",401531923,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",324,",",256,)
",(",401525906,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2116,",",248,)
",(",401520442,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2633,",",238,)
",(",401525904,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2306,",",66,)
",(",401524065,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",24,",",87,)
",(",401520439,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",164,",",120,)
",(",401531922,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2026,",",290,)
",(",401520432,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",97,",",96,)
",(",401520431,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",356,",",77,)
",(",401525905,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",197,",",252,)
",(",401532453,",",2023,",",13,",'",2023-11-25T05:00:00.000Z,"',",2309,",",2459,)
",(",401520440,",",2023,",",13,",'",2023-11-25T17:00:00.000Z,"',",2534,",",2393,)
",(",401520434,",",2023,",",13,",'",2023-11-25T17:00:00.000Z,"',",130,",",194,)
",(",401532628,",",2023,",",13,",'",2023-11-25T20:00:00.000Z,"',",2439,",",23,)
",(",401520428,",",2023,",",13,",'",2023-11-25T20:00:00.000Z,"',",2229,",",98,)
",(",401531928,",",2023,",",13,",'",2023-11-25T20:00:00.000Z,"',",326,",",6,)
",(",401520444,",",2023,",",13,",'",2023-11-25T20:30:00.000Z,"',",2638,",",2335,)
",(",401520437,",",2023,",",13,",'",2023-11-25T21:00:00.000Z,"',",166,",",55,)
",(",401532630,",",2023,",",13,",'",2023-11-26T02:00:00.000Z,"',",2440,",",2751,)
",(",401532626,",",2023,",",13,",'",2023-11-26T04:59:00.000Z,"',",62,",",36,)
",(",401520445,",",2023,",",15,",'",2023-12-09T20:00:00.000Z,"',",349,",",2426,)
